color,center,shape
red,[39 29],rectangle
green,[44 66],circle
blue,[11 27],rectangle
orange,[ 6 49],circle
gray,[66 56],rectangle
yellow,[21 60],rectangle
red,[64 41],circle
green,[ 6 50],circle
blue,[24 26],rectangle
orange,[39 49],circle
gray,[51 16],rectangle
yellow,[39 65],circle
red,[63 48],circle
green,[16 46],rectangle
blue,[34 31],circle
orange,[57 17],rectangle
gray,[13 29],rectangle
yellow,[32  9],circle
red,[47 50],circle
green,[ 9 24],rectangle
blue,[67 58],rectangle
orange,[44  8],circle
gray,[58 38],rectangle
yellow,[32 21],rectangle
red,[59 65],circle
green,[24 40],rectangle
blue,[60 10],rectangle
orange,[33 62],rectangle
gray,[ 5 10],rectangle
yellow,[62 41],rectangle
red,[59 41],circle
green,[ 5 16],circle
blue,[19 62],circle
orange,[53 67],circle
gray,[30 41],circle
yellow,[33 10],circle
red,[39 64],rectangle
green,[11 34],rectangle
blue,[49  5],circle
orange,[59 51],rectangle
gray,[20 18],circle
yellow,[39 30],rectangle
red,[64 12],circle
green,[61 31],rectangle
blue,[32 29],circle
orange,[35  9],circle
gray,[12 54],circle
yellow,[19 15],circle
red,[48 25],circle
green,[28 16],rectangle
blue,[37 46],circle
orange,[20 66],rectangle
gray,[ 8 27],rectangle
yellow,[69 66],circle
red,[17 33],circle
green,[63 52],circle
blue,[51 23],circle
orange,[30 65],circle
gray,[12 56],circle
yellow,[26 48],circle
red,[37 16],circle
green,[ 7 65],circle
blue,[51 23],rectangle
orange,[16 47],circle
gray,[67 66],circle
yellow,[41 67],circle
red,[11 44],rectangle
green,[69 43],rectangle
blue,[53 38],rectangle
orange,[29 64],rectangle
gray,[31 47],circle
yellow,[51 53],circle
red,[64 20],rectangle
green,[32 40],circle
blue,[28 66],circle
orange,[19 50],circle
gray,[48 29],rectangle
yellow,[66 66],circle
red,[43 42],rectangle
green,[59 50],circle
blue,[53 16],rectangle
orange,[44 66],circle
gray,[29 68],circle
yellow,[13 25],rectangle
red,[53 64],rectangle
green,[27 58],rectangle
blue,[12 43],circle
orange,[61 46],circle
gray,[42 10],circle
yellow,[17 13],circle
red,[46 24],circle
green,[67 21],circle
blue,[24 54],circle
orange,[31 30],circle
gray,[12 28],rectangle
yellow,[42 59],rectangle
red,[20 51],rectangle
green,[18 25],rectangle
blue,[ 7 39],circle
orange,[61 63],rectangle
gray,[15  6],circle
yellow,[42 55],circle
red,[24 34],circle
green,[38 42],circle
blue,[64 60],circle
orange,[46 69],circle
gray,[50 17],circle
yellow,[ 6 61],rectangle
red,[69 56],rectangle
green,[66 18],rectangle
blue,[17 21],rectangle
orange,[39 62],circle
gray,[37 38],rectangle
yellow,[49 25],rectangle
red,[48 40],circle
green,[23 20],rectangle
blue,[6 9],rectangle
orange,[68 21],circle
gray,[32 62],rectangle
yellow,[64 58],rectangle
red,[45 45],circle
green,[62 15],rectangle
blue,[16 39],rectangle
orange,[41 28],circle
gray,[45  5],circle
yellow,[18 55],circle
red,[49 12],rectangle
green,[22  8],circle
blue,[48 65],rectangle
orange,[30 22],rectangle
gray,[11 24],rectangle
yellow,[62 54],circle
red,[41 66],rectangle
green,[60 21],circle
blue,[13 15],circle
orange,[33 15],rectangle
gray,[16 62],rectangle
yellow,[21 40],rectangle
red,[65 42],circle
green,[62 13],circle
blue,[15 53],rectangle
orange,[ 6 36],circle
gray,[22 20],circle
yellow,[59 63],rectangle
red,[20 47],rectangle
green,[62 34],rectangle
blue,[43 65],rectangle
orange,[43 10],rectangle
gray,[11 31],circle
yellow,[50 25],rectangle
red,[36 40],circle
green,[45  7],circle
blue,[52 53],rectangle
orange,[62 20],circle
gray,[69 49],circle
yellow,[29 11],rectangle
red,[37 26],circle
green,[13 15],circle
blue,[52 13],circle
orange,[20 63],circle
gray,[66 61],rectangle
yellow,[40 46],circle
red,[22 13],rectangle
green,[62  5],circle
blue,[49 45],rectangle
orange,[34 48],rectangle
gray,[10 63],circle
yellow,[64 51],rectangle
red,[62 45],circle
green,[23 48],rectangle
blue,[11 35],circle
orange,[57 19],rectangle
gray,[11 14],circle
yellow,[39 52],rectangle
red,[51 52],rectangle
green,[65 30],circle
blue,[46 10],circle
orange,[31 32],rectangle
gray,[45 26],rectangle
yellow,[ 8 39],rectangle
red,[45 12],circle
green,[23 63],circle
blue,[11 10],rectangle
orange,[65 20],circle
gray,[35 33],circle
yellow,[67 40],circle
red,[ 5 36],rectangle
green,[23 63],rectangle
blue,[37 20],rectangle
orange,[49 30],circle
gray,[49 51],circle
yellow,[6 9],circle
red,[27 28],rectangle
green,[56 50],rectangle
blue,[63 23],rectangle
orange,[21 10],rectangle
gray,[15 37],circle
yellow,[45 63],circle
red,[53 63],rectangle
green,[68 27],circle
blue,[44 35],rectangle
orange,[49 16],rectangle
gray,[26 39],circle
yellow,[25 62],rectangle
red,[13 52],circle
green,[64 62],circle
blue,[26  8],circle
orange,[34 28],circle
gray,[69 20],rectangle
yellow,[63 47],circle
red,[47 19],rectangle
green,[14 37],rectangle
blue,[31 66],rectangle
orange,[19 12],circle
gray,[ 6 21],rectangle
yellow,[11 54],rectangle
red,[39 33],circle
green,[10 22],rectangle
blue,[ 9 44],rectangle
orange,[67 47],circle
gray,[24 28],rectangle
yellow,[39 59],rectangle
red,[31 23],rectangle
green,[56 67],rectangle
blue,[ 6 41],rectangle
orange,[43 35],rectangle
gray,[19 33],circle
yellow,[61 10],rectangle
red,[ 7 26],circle
green,[35  9],rectangle
blue,[42 24],rectangle
orange,[68 34],circle
gray,[11 65],rectangle
yellow,[58 47],circle
red,[69 64],circle
green,[53 46],rectangle
blue,[66 24],rectangle
orange,[48 20],rectangle
gray,[25 57],circle
yellow,[10 21],rectangle
red,[62 42],circle
green,[22 56],circle
blue,[43 23],circle
orange,[31 69],rectangle
gray,[68 68],circle
yellow,[54  5],circle
red,[56 42],rectangle
green,[17 40],rectangle
blue,[42 52],rectangle
orange,[26 66],rectangle
gray,[ 6 65],circle
yellow,[65 14],circle
red,[66 56],circle
green,[49 27],rectangle
blue,[16 21],circle
orange,[18 63],rectangle
gray,[42 60],circle
yellow,[28 31],rectangle
red,[ 9 19],circle
green,[45 38],rectangle
blue,[62 11],rectangle
orange,[19  7],circle
gray,[64 67],circle
yellow,[21 34],rectangle
red,[49  5],circle
green,[19 18],rectangle
blue,[ 5 49],rectangle
orange,[45 69],rectangle
gray,[49 23],circle
yellow,[24 68],circle
red,[ 8 44],rectangle
green,[33  8],rectangle
blue,[69 21],rectangle
orange,[51 22],circle
gray,[30 28],rectangle
yellow,[33 50],rectangle
red,[49 48],rectangle
green,[23 58],rectangle
blue,[40 19],rectangle
orange,[62 19],rectangle
gray,[ 5 28],circle
yellow,[ 7 68],rectangle
red,[16 53],rectangle
green,[37 65],circle
blue,[63 32],rectangle
orange,[34  8],circle
gray,[38 43],circle
yellow,[27 25],circle
red,[34 15],circle
green,[59 40],rectangle
blue,[41 44],rectangle
orange,[ 9 25],rectangle
gray,[53 65],rectangle
yellow,[56 20],circle
red,[49 41],circle
green,[12 35],circle
blue,[22 60],circle
orange,[50  5],circle
gray,[69 23],rectangle
yellow,[18  9],rectangle
red,[48 63],rectangle
green,[40  6],rectangle
blue,[46 38],circle
orange,[24 42],rectangle
gray,[ 8 66],rectangle
yellow,[66 55],circle
red,[66 29],circle
green,[39 25],circle
blue,[44 57],rectangle
orange,[44  5],rectangle
gray,[18 29],rectangle
yellow,[12 53],rectangle
red,[ 9 63],rectangle
green,[31 22],rectangle
blue,[15 42],rectangle
orange,[58 25],rectangle
gray,[12 19],rectangle
yellow,[65 55],rectangle
red,[52 32],circle
green,[55 15],circle
blue,[50 49],rectangle
orange,[24  9],rectangle
gray,[28 55],circle
yellow,[ 5 56],rectangle
red,[24 29],rectangle
green,[65 57],circle
blue,[41  9],rectangle
orange,[37 44],circle
gray,[16 51],circle
yellow,[32 64],circle
red,[10 30],circle
green,[49 35],circle
blue,[33 39],rectangle
orange,[23 11],circle
gray,[68 28],rectangle
yellow,[ 7 15],rectangle
red,[37 25],circle
green,[49 36],circle
blue,[19 17],rectangle
orange,[27 57],circle
gray,[48 69],rectangle
yellow,[14 37],rectangle
red,[28 50],circle
green,[16  6],circle
blue,[33 27],circle
orange,[13 40],rectangle
gray,[51 18],circle
yellow,[55 52],circle
red,[24 50],circle
green,[54 35],circle
blue,[10 18],rectangle
orange,[36  5],rectangle
gray,[ 6 53],rectangle
yellow,[39 39],circle
red,[22 36],rectangle
green,[25 60],rectangle
blue,[53 10],circle
orange,[25 20],circle
gray,[53 31],circle
yellow,[16  8],rectangle
red,[61 25],circle
green,[ 5 39],rectangle
blue,[54 57],circle
orange,[61 10],rectangle
gray,[26 25],circle
yellow,[45 26],circle
red,[38 31],rectangle
green,[14 41],circle
blue,[19 66],rectangle
orange,[64 26],rectangle
gray,[16 26],rectangle
yellow,[36 13],circle
red,[18 32],circle
green,[31 19],rectangle
blue,[66  5],circle
orange,[55 46],circle
gray,[58 63],rectangle
yellow,[33 63],circle
red,[15 61],circle
green,[36 17],rectangle
blue,[19 19],rectangle
orange,[60 16],circle
gray,[60 55],circle
yellow,[37 32],circle
red,[58 29],circle
green,[64 66],rectangle
blue,[19 35],circle
orange,[36  7],rectangle
gray,[16 66],circle
yellow,[49 69],rectangle
red,[59 47],circle
green,[53 31],rectangle
blue,[46 58],rectangle
orange,[25 51],rectangle
gray,[63  5],rectangle
yellow,[44 13],rectangle
red,[47 67],rectangle
green,[38 21],rectangle
blue,[29 62],circle
orange,[10 54],rectangle
gray,[32  6],rectangle
yellow,[32 42],rectangle
red,[ 7 69],rectangle
green,[24 38],circle
blue,[42 32],rectangle
orange,[16 24],circle
gray,[69  7],circle
yellow,[23 54],circle
red,[39 56],rectangle
green,[48 12],circle
blue,[29 36],circle
orange,[21 15],circle
gray,[53 46],rectangle
yellow,[ 8 34],rectangle
red,[67  7],circle
green,[51 28],circle
blue,[20 61],circle
orange,[50 66],rectangle
gray,[19 22],rectangle
yellow,[38 16],rectangle
red,[38 58],circle
green,[55 36],rectangle
blue,[16 17],rectangle
orange,[36 40],circle
gray,[41  8],circle
yellow,[22 32],rectangle
red,[48 58],rectangle
green,[ 9 56],rectangle
blue,[31 54],circle
orange,[67 34],rectangle
gray,[63 54],circle
yellow,[59 13],circle
red,[ 8 51],rectangle
green,[65 69],rectangle
blue,[44 58],rectangle
orange,[69 40],rectangle
gray,[46 31],circle
yellow,[27 49],rectangle
red,[19 63],rectangle
green,[18 18],circle
blue,[45 28],circle
orange,[36 50],rectangle
gray,[26 36],circle
yellow,[47 66],rectangle
red,[48 33],rectangle
green,[34 12],circle
blue,[22 64],circle
orange,[56 12],rectangle
gray,[24 39],circle
yellow,[55 58],rectangle
red,[ 7 37],rectangle
green,[55 13],circle
blue,[35 53],circle
orange,[33 15],circle
gray,[61 48],circle
yellow,[ 7 15],rectangle
red,[21 21],rectangle
green,[61 17],circle
blue,[23 58],rectangle
orange,[53 33],circle
gray,[18 36],rectangle
yellow,[60 54],circle
red,[63 69],circle
green,[36 67],circle
blue,[ 5 23],rectangle
orange,[15 53],rectangle
gray,[52 13],circle
yellow,[13 10],rectangle
red,[22 14],circle
green,[35 57],rectangle
blue,[61 41],rectangle
orange,[63 16],circle
gray,[44 40],rectangle
yellow,[52 59],circle
red,[61 16],rectangle
green,[12  8],circle
blue,[10 66],circle
orange,[39 54],rectangle
gray,[22 38],rectangle
yellow,[25 65],circle
red,[29 68],circle
green,[67 56],circle
blue,[51 38],circle
orange,[29  7],circle
gray,[ 6 13],rectangle
yellow,[69 12],rectangle
red,[51 44],rectangle
green,[60 58],rectangle
blue,[10 57],rectangle
orange,[30 32],circle
gray,[19 17],circle
yellow,[60 27],rectangle
red,[60 10],circle
green,[44 42],circle
blue,[55 31],circle
orange,[69 66],rectangle
gray,[23  9],circle
yellow,[16 69],rectangle
red,[40 44],circle
green,[23 41],rectangle
blue,[69 58],rectangle
orange,[49 29],rectangle
gray,[55  7],circle
yellow,[58 42],rectangle
red,[63 34],circle
green,[10  9],circle
blue,[65 18],rectangle
orange,[ 7 42],circle
gray,[41 54],circle
yellow,[45  8],rectangle
red,[34 52],circle
green,[31 25],rectangle
blue,[ 9 69],circle
orange,[15 23],circle
gray,[11  8],rectangle
yellow,[45 10],circle
red,[22 17],circle
green,[16 52],circle
blue,[64 14],circle
orange,[29 69],rectangle
gray,[51 31],circle
yellow,[53 65],circle
red,[23 20],rectangle
green,[47 10],rectangle
blue,[10  9],circle
orange,[18 49],rectangle
gray,[ 7 33],rectangle
yellow,[ 9 68],rectangle
red,[21 26],circle
green,[17 48],rectangle
blue,[10 14],rectangle
orange,[45 24],circle
gray,[55 64],rectangle
yellow,[35 63],rectangle
red,[49 12],rectangle
green,[55 27],rectangle
blue,[31 16],rectangle
orange,[44 69],circle
gray,[18 45],rectangle
yellow,[54 47],circle
red,[34 35],rectangle
green,[13 35],circle
blue,[26 56],rectangle
orange,[43 63],circle
gray,[54 50],rectangle
yellow,[20 15],rectangle
red,[69 24],circle
green,[53 19],rectangle
blue,[45 53],circle
orange,[27 30],rectangle
gray,[20 55],circle
yellow,[61 49],rectangle
red,[36 52],circle
green,[59 17],circle
blue,[22 33],rectangle
orange,[ 7 52],circle
gray,[51 30],circle
yellow,[31 12],circle
red,[69 43],circle
green,[54 27],circle
blue,[19 48],rectangle
orange,[41  9],circle
gray,[37 24],rectangle
yellow,[ 6 32],rectangle
red,[17 48],circle
green,[33 44],rectangle
blue,[43 29],rectangle
orange,[53 61],circle
gray,[ 6 16],circle
yellow,[64 47],rectangle
red,[22 61],rectangle
green,[30 17],rectangle
blue,[59 46],rectangle
orange,[55 31],circle
gray,[69 64],rectangle
yellow,[18 36],rectangle
red,[40  9],rectangle
green,[19 13],rectangle
blue,[15 46],circle
orange,[67 45],rectangle
gray,[43 45],circle
yellow,[47 68],rectangle
red,[21 41],rectangle
green,[35 32],circle
blue,[32 65],rectangle
orange,[39 15],circle
gray,[63 49],rectangle
yellow,[20 24],rectangle
red,[38 17],circle
green,[ 8 23],circle
blue,[35 47],circle
orange,[24 27],circle
gray,[66 66],rectangle
yellow,[57  7],rectangle
red,[12 54],circle
green,[62 31],circle
blue,[55 51],circle
orange,[35 33],circle
gray,[12 17],circle
yellow,[45 13],rectangle
red,[43 67],circle
green,[65  7],circle
blue,[53 20],rectangle
orange,[30 30],rectangle
gray,[29 46],circle
yellow,[48  5],rectangle
red,[44 28],circle
green,[66 11],rectangle
blue,[40 63],rectangle
orange,[25 53],circle
gray,[12 45],rectangle
yellow,[17 11],rectangle
red,[59 63],circle
green,[21 24],rectangle
blue,[12 69],circle
orange,[11  8],circle
gray,[44 23],circle
yellow,[21 42],circle
red,[40 54],circle
green,[10 14],rectangle
blue,[26 46],circle
orange,[11 65],rectangle
gray,[43 38],rectangle
yellow,[40 69],rectangle
red,[48  8],rectangle
green,[13 57],circle
blue,[23 20],rectangle
orange,[58 30],rectangle
gray,[63 69],circle
yellow,[10 42],rectangle
red,[55 49],circle
green,[22 45],rectangle
blue,[57 68],rectangle
orange,[33 28],circle
gray,[62 31],rectangle
yellow,[45 15],circle
red,[32 58],circle
green,[47 37],circle
blue,[ 9 12],rectangle
orange,[47  8],rectangle
gray,[66  9],circle
yellow,[15 62],circle
red,[18 65],rectangle
green,[65 13],rectangle
blue,[28 12],circle
orange,[62 37],rectangle
gray,[ 7 53],rectangle
yellow,[59 54],circle
red,[16 54],circle
green,[65 54],rectangle
blue,[65 15],rectangle
orange,[47 33],circle
gray,[22 19],rectangle
yellow,[38 15],circle
red,[51 37],circle
green,[25 49],rectangle
blue,[54  7],circle
orange,[62 51],circle
gray,[39 67],circle
yellow,[37 13],rectangle
red,[28 40],rectangle
green,[62  7],rectangle
blue,[ 7 16],rectangle
orange,[66 57],rectangle
gray,[51 46],circle
yellow,[46 20],circle
red,[12  7],circle
green,[ 5 52],rectangle
blue,[49 38],rectangle
orange,[65 10],circle
gray,[66 39],rectangle
yellow,[26 45],circle
red,[43 52],rectangle
green,[32 69],rectangle
blue,[49  7],circle
orange,[ 5 56],circle
gray,[62 53],circle
yellow,[36 29],circle
red,[18 37],circle
green,[50 51],circle
blue,[32 52],rectangle
orange,[62 22],circle
gray,[65 57],rectangle
yellow,[16 61],rectangle
red,[56 51],circle
green,[41 18],rectangle
blue,[10 66],circle
orange,[13 17],circle
gray,[27 37],circle
yellow,[41 45],circle
red,[ 5 36],circle
green,[52 27],rectangle
blue,[25 64],circle
orange,[16 12],rectangle
gray,[48 67],rectangle
yellow,[40 49],circle
red,[57 30],rectangle
green,[32 52],circle
blue,[53 67],rectangle
orange,[30 37],circle
gray,[ 7 62],rectangle
yellow,[11 40],circle
red,[44  8],rectangle
green,[16 26],rectangle
blue,[64 65],rectangle
orange,[58 44],circle
gray,[27 52],rectangle
yellow,[46 33],rectangle
red,[58 44],rectangle
green,[21  8],circle
blue,[42 56],rectangle
orange,[11 25],rectangle
gray,[55 27],circle
yellow,[39 15],rectangle
red,[61 65],rectangle
green,[15 61],rectangle
blue,[51 46],rectangle
orange,[29 38],rectangle
gray,[35 22],rectangle
yellow,[15  9],circle
red,[56 55],circle
green,[20 61],circle
blue,[56 32],rectangle
orange,[52 10],rectangle
gray,[13 33],circle
yellow,[ 5 68],rectangle
red,[18 43],circle
green,[64 32],rectangle
blue,[ 7 11],circle
orange,[58 47],circle
gray,[34 48],rectangle
yellow,[47 10],circle
red,[53 43],circle
green,[63 27],circle
blue,[35 57],circle
orange,[42 26],circle
gray,[25 17],circle
yellow,[50 63],rectangle
red,[36 30],circle
green,[58 69],circle
blue,[ 6 67],circle
orange,[53 19],circle
gray,[14 25],rectangle
yellow,[38 52],rectangle
red,[11 61],rectangle
green,[18 36],rectangle
blue,[38 43],rectangle
orange,[53 64],rectangle
gray,[19 16],circle
yellow,[65 12],rectangle
red,[11  9],circle
green,[29 12],rectangle
blue,[37 51],circle
orange,[ 9 26],rectangle
gray,[50 34],rectangle
yellow,[57 16],rectangle
red,[ 5 69],circle
green,[22 50],circle
blue,[45 34],rectangle
orange,[50 64],circle
gray,[67 14],rectangle
yellow,[63 48],circle
red,[36 66],circle
green,[8 8],circle
blue,[64 55],circle
orange,[34 22],rectangle
gray,[11 69],circle
yellow,[69 18],circle
red,[24 60],circle
green,[69 58],circle
blue,[66 42],circle
orange,[10 48],circle
gray,[35 39],circle
yellow,[ 6 29],rectangle
red,[36 43],rectangle
green,[55  6],circle
blue,[52 31],circle
orange,[37 27],circle
gray,[64 21],rectangle
yellow,[18 41],circle
red,[46  8],rectangle
green,[66 51],rectangle
blue,[19 56],rectangle
orange,[60 35],circle
gray,[14 35],circle
yellow,[58 65],circle
red,[ 6 13],rectangle
green,[39 66],circle
blue,[61 50],rectangle
orange,[19 40],circle
gray,[64 31],circle
yellow,[ 8 51],circle
red,[ 9 21],circle
green,[20  8],rectangle
blue,[24 52],rectangle
orange,[55 49],rectangle
gray,[ 7 46],rectangle
yellow,[33 21],rectangle
red,[15 53],circle
green,[10 32],circle
blue,[68 34],rectangle
orange,[59 56],rectangle
gray,[35 28],circle
yellow,[24  6],rectangle
red,[54 56],rectangle
green,[66 45],circle
blue,[11 20],circle
orange,[68 19],rectangle
gray,[28 41],circle
yellow,[39 59],circle
red,[16 10],rectangle
green,[ 5 43],circle
blue,[48 45],rectangle
orange,[36  9],rectangle
gray,[21 37],circle
yellow,[68  8],circle
red,[19 12],circle
green,[15 31],rectangle
blue,[12 63],rectangle
orange,[66 23],circle
gray,[55 68],rectangle
yellow,[24 44],rectangle
red,[42 39],rectangle
green,[61 53],rectangle
blue,[37 54],rectangle
orange,[53 14],rectangle
gray,[13 33],rectangle
yellow,[68 37],circle
red,[10 60],circle
green,[54 39],circle
blue,[23 19],rectangle
orange,[35 59],circle
gray,[38 31],circle
yellow,[65 19],circle
red,[54 22],rectangle
green,[67 48],circle
blue,[36 49],rectangle
orange,[32 66],rectangle
gray,[12 50],circle
yellow,[34 25],rectangle
red,[10 47],circle
green,[55 45],rectangle
blue,[39 48],rectangle
orange,[60 62],circle
gray,[68 27],rectangle
yellow,[ 7 11],circle
red,[30  7],circle
green,[43 54],circle
blue,[ 8 43],circle
orange,[22 33],rectangle
gray,[54 21],circle
yellow,[63  8],rectangle
red,[16 10],circle
green,[53 55],circle
blue,[45 15],rectangle
orange,[59  6],circle
gray,[69 33],rectangle
yellow,[12 32],circle
red,[11 35],circle
green,[19 17],circle
blue,[56 60],rectangle
orange,[24 50],circle
gray,[46 45],circle
yellow,[34 29],rectangle
red,[52 37],circle
